ID,smf-name,smf-filepath,reduction,JDUTC,RA,Dec,filter,exp-time,UVx,UVy,UVz,obseqx,obseqy,obseqz,obseclx,obseclsy,obseclz
250989, o6201g0495o.524784.cm, ./smf_downloads/3PI.2012-10-01/o6201g0495o.524784.cm.1405256.smf, PS1_V5, 2456202.034828318, 73.850512, 23.373969, z.00000, 30.0,0.2553184722690652,0.881712583,0.3967308892693674,0.9898176096357465,0.136881668,0.0593393976613073,0.9898176096357465,0.149190332,-0.0000055677577311
250990, o6201g0496o.524785.cm, ./smf_downloads/3PI.2012-10-01/o6201g0496o.524785.cm.1400584.smf, PS1_V5, 2456202.035314562, 76.39662, 21.775603, z.00000, 30.0,0.2184165291207871,0.902592746,0.3709724452231966,0.9898161387062933,0.13688931,0.0593426745694029,0.9898161387062933,0.149198647,-0.0000056009080353
250993, o6201g0499o.524788.cm, ./smf_downloads/3PI.2012-10-01/o6201g0499o.524788.cm.1400590.smf, PS1_V5, 2456202.036775643, 76.31891, 18.825006, z.00000, 30.0,0.2238658115664080,0.919653456,0.3226788173193917,0.9898117168624908,0.13691227,0.0593525211033508,0.9898117168624908,0.149223629,-0.0000056998607463
251007, o6201g0513o.524802.cm, ./smf_downloads/3PI.2012-10-01/o6201g0513o.524802.cm.1400595.smf, PS1_V5, 2456202.04393715, 73.811518, 20.431899, z.00000, 30.0,0.2612582506400508,0.899932016,0.3490938180639930,0.9897900015395250,0.137024771,0.0594007835163479,0.9897900015395250,0.149346044,-0.0000061703415125
251008, o6201g0514o.524803.cm, ./smf_downloads/3PI.2012-10-01/o6201g0514o.524803.cm.1405259.smf, PS1_V5, 2456202.0444247816, 73.850503, 23.374002, z.00000, 30.0,0.2553185472119142,0.881712324,0.3967314179618882,0.9897885204586176,0.137032429,0.0594040697056816,0.9897885204586176,0.149354377,-0.0000062014839531
251009, o6201g0515o.524804.cm, ./smf_downloads/3PI.2012-10-01/o6201g0515o.524804.cm.1400596.smf, PS1_V5, 2456202.044918523, 76.39662, 21.775598, z.00000, 30.0,0.2184165367350047,0.902592777,0.3709723641837293,0.9897870205040838,0.137040183,0.0594073970665459,0.9897870205040838,0.149362815,-0.0000062328989219
251012, o6201g0518o.524807.cm, ./smf_downloads/3PI.2012-10-01/o6201g0518o.524807.cm.1400600.smf, PS1_V5, 2456202.046382921, 76.318913, 18.825001, z.00000, 30.0,0.2238657700735680,0.919653495,0.3226787347209401,0.9897825698995379,0.137063177,0.0594172657269547,0.9897825698995379,0.149387838,-0.0000063253738040
254490, o6211g0576o.530326.cm, ./smf_downloads/3PI.2012-10-11/o6211g0576o.530326.cm.1396835.smf, PS1_V5, 2456212.106919321, 73.199024, 23.747398, i.00000, 45.0,0.2645743343167371,0.876258527,0.4027051219756655,0.9465293247233307,0.290672968,0.1260108818912401,0.9465293247233307,0.316811485,-0.0000103429437543
254511, o6211g0597o.530346.cm, ./smf_downloads/3PI.2012-10-11/o6211g0597o.530346.cm.1396836.smf, PS1_V5, 2456212.120965036, 73.199011, 23.747397, i.00000, 45.0,0.2645745351650683,0.876258474,0.4027051060001473,0.9464451938480407,0.290882757,0.1261017042684626,0.9464451938480407,0.317040089,-0.0000104641052690
259523, o6224g0496o.537428.cm, ./smf_downloads/3PI.2012-10-24/o6224g0496o.537428.cm.1400785.smf, PS1_V5, 2456225.1073215366, 72.669205, 21.003809, i.00000, 45.0,0.2780952995287876,0.891173906,0.3584300127984583,0.8486704553060946,0.475602651,0.2061750299344287,0.8486704553060946,0.518368618,-0.0000219783162272
259543, o6224g0516o.537447.cm, ./smf_downloads/3PI.2012-10-24/o6224g0516o.537447.cm.1400787.smf, PS1_V5, 2456225.121139192, 72.669034, 21.003799, i.00000, 45.0,0.2780979778830777,0.891173135,0.3584298498620885,0.8485391653202816,0.475787399,0.2062553387124426,0.8485391653202816,0.518570066,-0.0000217848715910
260974, o6228g0369o.539466.cm, ./smf_downloads/3PI.2012-10-28/o6228g0369o.539466.cm.1411724.smf, PS1_V5, 2456228.899877237, 71.306739, 24.966606, z.00000, 30.0,0.2905519729723607,0.858731399,0.4220899618635379,0.8118243017685374,0.52535673,0.2277554694814483,0.8118243017685374,0.572601299,-0.0000133481211453
260989, o6228g0384o.539481.cm, ./smf_downloads/3PI.2012-10-28/o6228g0384o.539481.cm.1405263.smf, PS1_V5, 2456228.9072022415, 76.485311, 24.735795, z.00000, 30.0,0.2122524457388264,0.88309762,0.4184345741663845,0.8117488133791184,0.525452391,0.2277962275063508,0.8117488133791184,0.572705279,-0.0000140050689547
260997, o6228g0392o.539489.cm, ./smf_downloads/3PI.2012-10-28/o6228g0392o.539489.cm.1411764.smf, PS1_V5, 2456228.911141379, 71.306711, 24.966605, z.00000, 30.0,0.2905523949887476,0.858731264,0.4220899460411866,0.8117081815522089,0.525503815,0.2278181443014387,0.8117081815522089,0.572761177,-0.0000143519874015
261012, o6228g0407o.539504.cm, ./smf_downloads/3PI.2012-10-28/o6228g0407o.539504.cm.1473827.smf, PS1_V5, 2456228.918489895, 76.485313, 24.735801, z.00000, 30.0,0.2122524046727868,0.883097585,0.4184346692777796,0.8116323148197302,0.525599708,0.2278590276224460,0.8116323148197302,0.57286542,-0.0000149863684550
264319, o6234g0492o.543467.cm, ./smf_downloads/3PI.2012-11-03/o6234g0492o.543467.cm.1411412.smf, PS1_V5, 2456235.0448750816, 72.250279, 24.910208, i.00000, 45.0,0.2764982581837754,0.8637948,0.4211974085575865,0.7446571734647023,0.601115785,0.2605924317660286,0.7446571734647023,0.655170666,-0.0000212455445560
264323, o6234g0496o.543471.cm, ./smf_downloads/3PI.2012-11-03/o6234g0496o.543471.cm.1396838.smf, PS1_V5, 2456235.047549895, 72.198783, 22.118469, i.00000, 45.0,0.2832171002398773,0.882053613,0.3765229053295635,0.7446253749587092,0.601147403,0.2606061079533605,0.7446253749587092,0.655205116,-0.0000212751390537
264336, o6234g0509o.543484.cm, ./smf_downloads/3PI.2012-11-03/o6234g0509o.543484.cm.1411421.smf, PS1_V5, 2456235.0565417353, 72.250275, 24.910206, i.00000, 45.0,0.2764983229702473,0.863794795,0.4211973768983961,0.7445184592770040,0.601253603,0.2606520786731180,0.7445184592770040,0.655320838,-0.0000213417114804
264340, o6234g0513o.543488.cm, ./smf_downloads/3PI.2012-11-03/o6234g0513o.543488.cm.1396839.smf, PS1_V5, 2456235.059193279, 72.198783, 22.118468, i.00000, 45.0,0.2832171022489065,0.882053619,0.3765228891607056,0.7444869265917075,0.601284893,0.2606656334612307,0.7444869265917075,0.655354938,-0.0000213516339741
265553, o6236g0481o.544873.cm, ./smf_downloads/3PI.2012-11-05/o6236g0481o.544873.cm.1411419.smf, PS1_V5, 2456237.0317722308, 72.250293, 24.910206, i.00000, 45.0,0.2764980516010957,0.863794881,0.4211973768983961,0.7210936862406477,0.624183729,0.2705938025307281,0.7210936862406477,0.680313408,-0.0000210687401221
265573, o6236g0501o.544894.cm, ./smf_downloads/3PI.2012-11-05/o6236g0501o.544894.cm.1411425.smf, PS1_V5, 2456237.045289505, 72.25029, 24.910206, i.00000, 45.0,0.2764980968292893,0.863794867,0.4211973768983961,0.7209269972321360,0.624338592,0.2706607574475073,0.7209269972321360,0.680482125,-0.0000212396838263
265588, o6236g0516o.544910.cm, ./smf_downloads/3PI.2012-11-05/o6236g0516o.544910.cm.1396841.smf, PS1_V5, 2456237.055701191, 72.768316, 23.922898, i.00000, 45.0,0.2707871901880218,0.87306267,0.4055069318880986,0.7207985592742537,0.624457655,0.2707123193332577,0.7207985592742537,0.680611874,-0.0000212932138249
265607, o6236g0535o.544927.cm, ./smf_downloads/3PI.2012-11-05/o6236g0535o.544927.cm.1396846.smf, PS1_V5, 2456237.0690721525, 72.768331, 23.922899, i.00000, 45.0,0.2707869595241499,0.873062734,0.4055069478420130,0.7206335772681789,0.624610278,0.2707785234566628,0.7206335772681789,0.680778237,-0.0000212618240213
266176, o6237g0478o.545584.cm, ./smf_downloads/3PI.2012-11-06/o6237g0478o.545584.cm.1400792.smf, PS1_V5, 2456238.0828354587, 70.600315, 19.522301, i.00000, 45.0,0.3130607969417044,0.888999917,0.3341737343997582,0.7082618624871446,0.636088059,0.2757548100337360,0.7082618624871446,0.693288348,-0.0000212073256591
266177, o6237g0479o.545585.cm, ./smf_downloads/3PI.2012-11-06/o6237g0479o.545585.cm.1428109.smf, PS1_V5, 2456238.083502992, 70.261694, 22.364195, i.00000, 45.0,0.3123223197233176,0.870448273,0.3804925391674754,0.7082534797067781,0.636095524,0.2757580589060915,0.7082534797067781,0.69329649,-0.0000211960089000
266178, o6237g0480o.545586.cm, ./smf_downloads/3PI.2012-11-06/o6237g0480o.545586.cm.1400793.smf, PS1_V5, 2456238.0841601207, 73.056414, 21.086492, i.00000, 45.0,0.2719153529953949,0.892537205,0.3597768458546323,0.7082452276110285,0.636102872,0.2757612571022998,0.7082452276110285,0.693304503,-0.0000211845984515
266181, o6237g0483o.545589.cm, ./smf_downloads/3PI.2012-11-06/o6237g0483o.545589.cm.1400795.smf, PS1_V5, 2456238.086361974, 75.751106, 19.762097, i.00000, 45.0,0.2316384009151305,0.912152187,0.3381154232960609,0.7082175773648512,0.636127488,0.2757719730947185,0.7082175773648512,0.69333135,-0.0000211444146924
266182, o6237g0484o.545590.cm, ./smf_downloads/3PI.2012-11-06/o6237g0484o.545590.cm.1400796.smf, PS1_V5, 2456238.0870204046, 75.578603, 22.630197, i.00000, 45.0,0.2298764938773867,0.893923787,0.3847818352765146,0.7082093090535050,0.636134847,0.2757751774696882,0.7082093090535050,0.693339377,-0.0000211318156125
266195, o6237g0497o.545603.cm, ./smf_downloads/3PI.2012-11-06/o6237g0497o.545603.cm.1400800.smf, PS1_V5, 2456238.09626367, 70.600291, 19.522298, i.00000, 45.0,0.3130611751369287,0.888999802,0.3341736850499713,0.7080932411234471,0.63623808,0.2758201576962825,0.7080932411234471,0.693451983,-0.0000209267754379
266196, o6237g0498o.545604.cm, ./smf_downloads/3PI.2012-11-06/o6237g0498o.545604.cm.1428110.smf, PS1_V5, 2456238.0969202146, 70.261688, 22.364193, i.00000, 45.0,0.3123224153620024,0.870448253,0.3804925068864242,0.7080849973645984,0.636245407,0.2758233523472523,0.7080849973645984,0.693459976,-0.0000209102211659
266197, o6237g0499o.545605.cm, ./smf_downloads/3PI.2012-11-06/o6237g0499o.545605.cm.1400802.smf, PS1_V5, 2456238.0975789623, 73.056408, 21.086491, i.00000, 45.0,0.2719154482916450,0.892537182,0.3597768295700405,0.7080767260238973,0.636252757,0.2758265576815052,0.7080767260238973,0.693467995,-0.0000208933474767
266200, o6237g0502o.545608.cm, ./smf_downloads/3PI.2012-11-06/o6237g0502o.545608.cm.1400804.smf, PS1_V5, 2456238.0998381907, 75.751097, 19.762094, i.00000, 45.0,0.2316385485531486,0.912152168,0.3381153740199362,0.7080483594433727,0.636277962,0.2758375503561789,0.7080483594433727,0.693495493,-0.0000208334742112
266201, o6237g0503o.545609.cm, ./smf_downloads/3PI.2012-11-06/o6237g0503o.545609.cm.1400805.smf, PS1_V5, 2456238.100508783, 75.578611, 22.630198, i.00000, 45.0,0.2298763673895205,0.893923813,0.3847818513860354,0.7080399397772422,0.636285441,0.2758408131588637,0.7080399397772422,0.693503653,-0.0000208151065316
266704, o6238g0557o.546228.cm, ./smf_downloads/3PI.2012-11-07/o6238g0557o.546228.cm.1406283.smf, PS1_V5, 2456239.0771953096, 71.248092, 19.051196, r.00000, 40.0,0.3038631610800177,0.895054082,0.3264128818752976,0.6959157482025271,0.647154899,0.2805525268364262,0.6959157482025271,0.705350397,-0.0000215243351540
266705, o6238g0558o.546237.cm, ./smf_downloads/3PI.2012-11-07/o6238g0558o.546237.cm.1423878.smf, PS1_V5, 2456239.077793259, 71.250134, 21.962097, r.00000, 40.0,0.2981110206144847,0.878213495,0.3739931495666843,0.6959081111877665,0.647161473,0.2805553869431791,0.6959081111877665,0.705357567,-0.0000215153755304
266706, o6238g0559o.546236.cm, ./smf_downloads/3PI.2012-11-07/o6238g0559o.546236.cm.1406284.smf, PS1_V5, 2456239.0783897974, 73.811593, 20.431899, r.00000, 40.0,0.2612570726315734,0.899932358,0.3490938180639930,0.6959004922096848,0.647168032,0.2805582402684091,0.6959004922096848,0.705364719,-0.0000215062152815
266708, o6238g0561o.546234.cm, ./smf_downloads/3PI.2012-11-07/o6238g0561o.546234.cm.1406289.smf, PS1_V5, 2456239.0796984667, 76.318934, 18.825004, r.00000, 40.0,0.2238654290068869,0.919653561,0.3226787842800114,0.6958837779470052,0.647182417,0.2805644997096047,0.6958837779470052,0.705380407,-0.0000214853444263
266722, o6238g0575o.546246.cm, ./smf_downloads/3PI.2012-11-07/o6238g0575o.546246.cm.1406299.smf, PS1_V5, 2456239.0888957717, 71.248103, 19.051195, r.00000, 40.0,0.3038629910733767,0.895054146,0.3264128653779691,0.6957663139199952,0.64728343,0.2806084868213362,0.6957663139199952,0.705490582,-0.0000213087410695
266723, o6238g0576o.546254.cm, ./smf_downloads/3PI.2012-11-07/o6238g0576o.546254.cm.1423879.smf, PS1_V5, 2456239.0894967834, 71.250097, 21.962086, r.00000, 40.0,0.2981116108196777,0.878213371,0.3739929715126181,0.6957586383767017,0.647290026,0.2806113609737632,0.6957586383767017,0.705497777,-0.0000212953853900
266724, o6238g0577o.546250.cm, ./smf_downloads/3PI.2012-11-07/o6238g0577o.546250.cm.1406300.smf, PS1_V5, 2456239.0901064905, 73.811527, 20.431899, r.00000, 40.0,0.2612581092790573,0.899932057,0.3490938180639930,0.6957508518382581,0.647296716,0.2806142766771412,0.6957508518382581,0.705505075,-0.0000212816100170
266726, o6238g0579o.546251.cm, ./smf_downloads/3PI.2012-11-07/o6238g0579o.546251.cm.1406306.smf, PS1_V5, 2456239.0914047426, 76.318931, 18.825001, r.00000, 40.0,0.2238654811558905,0.919653565,0.3226787347209401,0.6957342721142175,0.64731096,0.2806204849913632,0.6957342721142175,0.705520613,-0.0000212515190806
269246, o6256g0335o.550289.cm, ./smf_downloads/3PI.2012-11-25/o6256g0335o.550289.cm.1424148.smf, PS1_V5, 2456256.852318824, 68.665698, 20.494599, i.00000, 45.0,0.3407817370583928,0.872516152,0.3501190840815677,0.4434874262659280,0.809036912,0.3507339353413435,0.4434874262659280,0.881790801,-0.0000243076114964
269248, o6256g0337o.550290.cm, ./smf_downloads/3PI.2012-11-25/o6256g0337o.550290.cm.1400809.smf, PS1_V5, 2456256.853633796, 71.248122, 19.051206, i.00000, 45.0,0.3038626741166411,0.895054187,0.3264130468485766,0.4434666591701846,0.809046423,0.3507379425755627,0.4434666591701846,0.881801121,-0.0000244142429286
269249, o6256g0338o.550292.cm, ./smf_downloads/3PI.2012-11-25/o6256g0338o.550292.cm.1428111.smf, PS1_V5, 2456256.8542895466, 71.250097, 21.9621, i.00000, 45.0,0.2981115814454804,0.878213284,0.3739931981268818,0.4434563021064848,0.809051165,0.3507399408360994,0.4434563021064848,0.881806267,-0.0000244671804522
269250, o6256g0339o.550293.cm, ./smf_downloads/3PI.2012-11-25/o6256g0339o.550293.cm.1400810.smf, PS1_V5, 2456256.8549469095, 73.811508, 20.431906, i.00000, 45.0,0.2612583958171080,0.899931929,0.3490939325508603,0.4434459189677418,0.809055918,0.3507419439634850,0.4434459189677418,0.881811425,-0.0000245200882787
269264, o6256g0353o.550307.cm, ./smf_downloads/3PI.2012-11-25/o6256g0353o.550307.cm.1424150.smf, PS1_V5, 2456256.8642667974, 68.665713, 20.494602, i.00000, 45.0,0.3407815019647752,0.872516224,0.3501191331273367,0.4432986449890511,0.809123252,0.3507703387569491,0.4432986449890511,0.881884498,-0.0000252524570246
269266, o6256g0355o.550309.cm, ./smf_downloads/3PI.2012-11-25/o6256g0355o.550309.cm.1400816.smf, PS1_V5, 2456256.8655842515, 71.248124, 19.051203, i.00000, 45.0,0.3038626483675901,0.895054214,0.3264129973565939,0.4432778167828335,0.809132762,0.3507743518856486,0.4432778167828335,0.881894819,-0.0000253532277384
269267, o6256g0356o.550310.cm, ./smf_downloads/3PI.2012-11-25/o6256g0356o.550310.cm.1423943.smf, PS1_V5, 2456256.8662406555, 71.250094, 21.96211, i.00000, 45.0,0.2981116064470363,0.878213207,0.3739933599941994,0.4432674385282543,0.809137499,0.3507763513052782,0.4432674385282543,0.881899961,-0.0000254031730473
269268, o6256g0357o.550311.cm, ./smf_downloads/3PI.2012-11-25/o6256g0357o.550311.cm.1400817.smf, PS1_V5, 2456256.86690606, 73.81151, 20.431901, i.00000, 45.0,0.2612583728969183,0.899931967,0.3490938507745270,0.4432569173797722,0.809142301,0.3507783780933473,0.4432569173797722,0.881905173,-0.0000254536239019
279894, o6299g0106o.564481.cm, ./smf_downloads/OSS.2013-01-07/o6299g0106o.564481.cm.713681.smf, PS1_V3, 2456299.741627479, 66.45471, 19.810103, w.00000, 45.0,0.3758333904348277,0.862492587,0.3389038210623297,-0.2860165119709866,0.863236356,0.3742327554608478,-0.2860165119709866,0.940865113,-0.0000238623013918
279917, o6299g0129o.564504.cm, ./smf_downloads/OSS.2013-01-07/o6299g0129o.564504.cm.1822872.smf, PS1_V5, 2456299.757600664, 66.454722, 19.810099, w.00000, 45.0,0.3758332192463202,0.862492687,0.3389037553806307,-0.2862865877534553,0.863165172,0.3742005629809829,-0.2862865877534553,0.940786998,-0.0000250832299995
279940, o6299g0152o.564527.cm, ./smf_downloads/OSS.2013-01-07/o6299g0152o.564527.cm.1822882.smf, PS1_V5, 2456299.776290904, 66.454714, 19.810105, w.00000, 45.0,0.3758333254957202,0.862492602,0.3389038539031786,-0.2866029464731735,0.86308144,0.3741628571078456,-0.2866029464731735,0.940695176,-0.0000263707161910
279963, o6299g0175o.564549.cm, ./smf_downloads/OSS.2013-01-07/o6299g0175o.564549.cm.713732.smf, PS1_V3, 2456299.792313539, 66.454726, 19.810101, w.00000, 45.0,0.3758331543072089,0.862492703,0.3389037882214804,-0.2868744123998847,0.863009247,0.3741305007179823,-0.2868744123998847,0.94061607,-0.0000273405453397
280251, o6300g0250o.564936.cm, ./smf_downloads/3PI.2013-01-08/o6300g0250o.564936.cm.1369129.smf, PS1_V5, 2456300.8620149535, 65.013708, 23.355298, g.00000, 43.0,0.3877916178112555,0.832141536,0.3964317403528231,-0.3047480625744387,0.857877559,0.3719022665034852,-0.3047480625744387,0.935021498,-0.0000304372714194
280262, o6300g0261o.564941.cm, ./smf_downloads/3PI.2013-01-08/o6300g0261o.564941.cm.1369130.smf, PS1_V5, 2456300.8703609616, 65.013699, 23.355303, g.00000, 43.0,0.3877917339106713,0.832141444,0.3964318204690367,-0.3048890561451644,0.857836499,0.3718843596302747,-0.3048890561451644,0.934976703,-0.0000305337712220
282533, o6309g0231o.567982.cm, ./smf_downloads/3PI.2013-01-17/o6309g0231o.567982.cm.1363397.smf, PS1_V5, 2456309.821092853, 62.545817, 20.346496, r.00000, 40.0,0.4322735834824904,0.832013578,0.3476966418978396,-0.4494297861097862,0.802993797,0.3481078042114341,-0.4494297861097862,0.875201737,-0.0000299226201405
282534, o6309g0232o.567983.cm, ./smf_downloads/3PI.2013-01-17/o6309g0232o.567983.cm.1363398.smf, PS1_V5, 2456309.821753155, 63.088909, 17.570701, r.00000, 40.0,0.4314910094187339,0.850107353,0.3018824238284937,-0.4494402375175322,0.802989032,0.3481057219838842,-0.4494402375175322,0.875196537,-0.0000299377614706
282552, o6309g0250o.568001.cm, ./smf_downloads/3PI.2013-01-17/o6309g0250o.568001.cm.1363402.smf, PS1_V5, 2456309.8325978024, 62.545807, 20.346496, r.00000, 40.0,0.4322737286962475,0.832013503,0.3476966418978396,-0.4496119015207838,0.802910667,0.3480715172544921,-0.4496119015207838,0.875111032,-0.0000301480236860
282553, o6309g0251o.568002.cm, ./smf_downloads/3PI.2013-01-17/o6309g0251o.568002.cm.1363407.smf, PS1_V5, 2456309.8332728157, 63.088911, 17.570703, r.00000, 40.0,0.4314909749749559,0.850107358,0.3018824571065176,-0.4496225871865419,0.802905782,0.3480693877998288,-0.4496225871865419,0.875105703,-0.0000301587044789
282567, o6309g0265o.568016.cm, ./smf_downloads/3PI.2013-01-17/o6309g0265o.568016.cm.1362837.smf, PS1_V5, 2456309.8427814525, 61.930904, 23.087199, r.00000, 40.0,0.4328503755154470,0.811710145,0.3921316006645119,-0.4497731162621613,0.802836884,0.3480393858257553,-0.4497731162621613,0.875030557,-0.0000302789646066
282587, o6309g0285o.568036.cm, ./smf_downloads/3PI.2013-01-17/o6309g0285o.568036.cm.1362839.smf, PS1_V5, 2456309.8550577913, 61.93095, 23.087199, r.00000, 40.0,0.4328497238326354,0.811710493,0.3921316006645119,-0.4499674626013722,0.802747688,0.3480006366886889,-0.4499674626013722,0.874933307,-0.0000303503750322
285770, o6317g0237o.571871.cm, ./smf_downloads/3PI.2013-01-25/o6317g0237o.571871.cm.1362843.smf, PS1_V5, 2456317.83106157, 65.013711, 23.355305, r.00000, 40.0,0.3877915537821418,0.832141513,0.3964318525155213,-0.5693462961453531,0.736949054,0.3194805565914458,-0.5693462961453531,0.803219605,-0.0000238190021658
285791, o6317g0258o.571892.cm, ./smf_downloads/3PI.2013-01-25/o6317g0258o.571892.cm.1362845.smf, PS1_V5, 2456317.8438513773, 65.013745, 23.355301, r.00000, 40.0,0.3877910716697933,0.832141768,0.3964317884225516,-0.5695325095598552,0.736831564,0.3194296286666547,-0.5695325095598552,0.803091552,-0.0000238096056025
287075, o6319g0263o.573341.cm, ./smf_downloads/3PI.2013-01-27/o6319g0263o.573341.cm.1423910.smf, PS1_V5, 2456319.8584361537, 67.34841, 23.578884, r.00000, 40.0,0.3529723152029720,0.845814114,0.4000112856422737,-0.5979969807587013,0.71786353,0.3112074663271822,-0.5979969807587013,0.782418132,-0.0000224451778089
287094, o6319g0282o.573358.cm, ./smf_downloads/3PI.2013-01-27/o6319g0282o.573358.cm.1423912.smf, PS1_V5, 2456319.870013763, 67.348417, 23.578897, r.00000, 40.0,0.3529721769133295,0.845814074,0.4000114935918346,-0.5981612562598685,0.717751327,0.3111590814784594,-0.5981612562598685,0.782295942,-0.0000222058466762
287537, o6323g0053o.574079.cm, ./smf_downloads/3PI.2013-01-31/o6323g0053o.574079.cm.1423381.smf, PS1_V5, 2456323.840743054, 65.431716, 19.182694, r.00000, 40.0,0.3926916552586822,0.85896888,0.3285813859936760,-0.6520202994179067,0.677750405,0.2938170433262681,-0.6520202994179067,0.738697547,-0.0000217615819691
287538, o6323g0054o.574080.cm, ./smf_downloads/3PI.2013-01-31/o6323g0054o.574080.cm.1362848.smf, PS1_V5, 2456323.8413528386, 64.923814, 21.97139, r.00000, 40.0,0.3930410742036255,0.83996149,0.3741435679534415,-0.6520284875159363,0.677743984,0.2938142680438688,-0.6520284875159363,0.738690552,-0.0000217539262205
287557, o6323g0073o.574098.cm, ./smf_downloads/3PI.2013-01-31/o6323g0073o.574098.cm.1423382.smf, PS1_V5, 2456323.8556095487, 65.431702, 19.182696, r.00000, 40.0,0.3926918603755361,0.858968774,0.3285814189620957,-0.6522198776497533,0.677593685,0.2937493724808641,-0.6522198776497533,0.738526842,-0.0000215089946600
287558, o6323g0074o.574101.cm, ./smf_downloads/3PI.2013-01-31/o6323g0074o.574101.cm.1362849.smf, PS1_V5, 2456323.8562130434, 64.923804, 21.971398, r.00000, 40.0,0.3930411986639036,0.839961374,0.3741436974388279,-0.6522279770898086,0.677587315,0.2937466250045901,-0.6522279770898086,0.738519904,-0.0000214958522534
291210, o6333g0194o.578726.cm, ./smf_downloads/3PI.2013-02-10/o6333g0194o.578726.cm.1428713.smf, PS1_V5, 2456333.7981612617, 67.348403, 23.578903, g.00000, 43.0,0.3529723674520763,0.845813949,0.4000115895685479,-0.7726612197106701,0.563348469,0.2442166977078955,-0.7726612197106701,0.614005939,-0.0000227125180260
291229, o6333g0213o.578743.cm, ./smf_downloads/3PI.2013-02-10/o6333g0213o.578743.cm.1428717.smf, PS1_V5, 2456333.810775738, 67.348411, 23.578901, g.00000, 43.0,0.3529722547317017,0.845814011,0.4000115575763106,-0.7728029738917288,0.56319155,0.2441487638730216,-0.7728029738917288,0.613834946,-0.0000226218370845
291247, o6333g0231o.578761.cm, ./smf_downloads/3PI.2013-02-10/o6333g0231o.578761.cm.1428651.smf, PS1_V5, 2456333.8229043847, 65.431753, 19.182636, g.00000, 43.0,0.3926912388561771,0.858969436,0.3285804299093290,-0.7729392081078419,0.563040412,0.2440834350597662,-0.7729392081078419,0.613670293,-0.0000224406418634
291248, o6333g0232o.578765.cm, ./smf_downloads/3PI.2013-02-10/o6333g0232o.578765.cm.1369142.smf, PS1_V5, 2456333.823537566, 64.9238, 21.971391, g.00000, 43.0,0.3930412766773426,0.839961388,0.3741435841391152,-0.7729463183049422,0.563032515,0.2440800242354100,-0.7729463183049422,0.613661691,-0.0000224286684318
291266, o6333g0250o.578780.cm, ./smf_downloads/3PI.2013-02-10/o6333g0250o.578780.cm.1428652.smf, PS1_V5, 2456333.835966528, 65.4317, 19.182696, g.00000, 43.0,0.3926918903592023,0.85896876,0.3285814189620957,-0.7730858409658483,0.562877357,0.2440130656516435,-0.7730858409658483,0.613492702,-0.0000221436282065
291267, o6333g0251o.578781.cm, ./smf_downloads/3PI.2013-02-10/o6333g0251o.578781.cm.1369143.smf, PS1_V5, 2456333.8365997183, 64.923806, 21.971398, g.00000, 43.0,0.3930411693437202,0.839961388,0.3741436974388279,-0.7730929463749009,0.562869446,0.2440096541491716,-0.7730929463749009,0.613484086,-0.0000221265760887
302401, o6385g0051o.593573.cm, ./smf_downloads/ESS.2013-04-03/o6385g0051o.593573.cm.1822982.smf, PS1_V5, 2456385.7444284735, 71.897896, 23.100672, w.00000, 45.0,0.2857975346959177,0.874289935,0.3923479048065550,-0.9724683245781367,-0.213425156,-0.0925242528034914,-0.9724683245781367,-0.232617787,0.0000063094475095
302408, o6385g0058o.593580.cm, ./smf_downloads/ESS.2013-04-03/o6385g0058o.593580.cm.1822962.smf, PS1_V5, 2456385.7493060622, 71.897912, 23.100678, w.00000, 45.0,0.2857972777820432,0.874289976,0.3923480011295529,-0.9724512072547971,-0.213501016,-0.0925568413509824,-0.9724512072547971,-0.23270035,0.0000065853974393
302415, o6385g0065o.593587.cm, ./smf_downloads/ESS.2013-04-03/o6385g0065o.593587.cm.1822964.smf, PS1_V5, 2456385.7549766866, 71.897921, 23.100623, w.00000, 45.0,0.2857972574708947,0.874290379,0.3923471181685776,-0.9724312709628267,-0.213589247,-0.0925947276274253,-0.9724312709628267,-0.23279637,0.0000069215941782
302422, o6385g0072o.593596.cm, ./smf_downloads/ESS.2013-04-03/o6385g0072o.593596.cm.1822963.smf, PS1_V5, 2456385.7599517033, 71.897925, 23.100693, w.00000, 45.0,0.2857970474968020,0.874289943,0.3923482419370289,-0.9724137473328065,-0.213666687,-0.0926279657698688,-0.9724137473328065,-0.232880641,0.0000072298470137
303231, o6387g0100o.594811.cm, ./smf_downloads/ESS.2013-04-05/o6387g0100o.594811.cm.796466.smf, PS1_V3, 2456387.7473083697, 72.943699, 20.350507, w.00000, 45.0,0.2750035797052093,0.896345039,0.3477622783763112,-0.9644489874627674,-0.244164327,-0.1058501857733954,-0.9644489874627674,-0.266121176,0.0000073448086373
303239, o6387g0108o.594818.cm, ./smf_downloads/ESS.2013-04-05/o6387g0108o.594818.cm.796476.smf, PS1_V3, 2456387.7525797556, 72.943707, 20.350487, w.00000, 45.0,0.2750034901574183,0.896345193,0.3477619510981730,-0.9644274133834512,-0.24424567,-0.1058851005565359,-0.9644274133834512,-0.266209695,0.0000076675696362
