ID,smf-name,smf-filepath,reduction,JDUTC,RA,Dec,filter,exp-time,UVx,UVy,UVz,obseqx,obseqy,obseqz,obseclx,obseclsy,obseclz
7033, o5091g0103o.97825.cm, ./smf_downloads/3PI.2009-09-17/o5091g0103o.97825.cm.1157907.smf, PS1_V5, 2455091.8208426996, 318.315498, -13.721599, i.00000, 60.0,0.7255037331299282,-0.646048308,-0.2372043776611386,1.0003599151845450,-0.089624898,-0.0388292980876921,1.0003599151845450,-0.097674644,0.0000255525372939
39345, o5330g0504o.167576.cm, ./smf_downloads/SS.2010-05-14/o5330g0504o.167576.cm.468780.smf, PS1_V3, 2455331.093443234, 355.20513, -0.286161, w.00000, 30.0,0.9964879187845129,-0.083587579,-0.0049944308767696,-0.6006244237763716,-0.745851433,-0.3233138818882360,-0.6006244237763716,-0.812912188,0.0000479748714648
39360, o5330g0519o.167591.cm, ./smf_downloads/SS.2010-05-14/o5330g0519o.167591.cm.468851.smf, PS1_V3, 2455331.101584183, 355.204193, -0.286349, w.00000, 30.0,0.9964865353463233,-0.083603874,-0.0049977120548123,-0.6005120866946541,-0.745927572,-0.3233472049193626,-0.6005120866946541,-0.812995298,0.0000476877706856
39896, o5332g0457o.168550.cm, ./ecliptic-cat/ecliptic/23:00hr/o5332g0457o.168550/o5332g0457o.168550.cm.468963.smf, PS1_V3, 2455333.097547933, 355.060428, -0.699068, w.00000, 30.0,0.9962119090541980,-0.086098631,-0.0122007355789751,-0.5730981136866387,-0.764340315,-0.3313284828265909,-0.5730981136866387,-0.83306343,0.0000491771595757
39898, o5332g0459o.168552.cm, ./smf_downloads/SS.2010-05-16/o5332g0459o.168552.cm.468971.smf, PS1_V3, 2455333.0986365234, 357.512386, 0.70482, w.00000, 30.0,0.9989820373935968,-0.043400132,0.0123011193835967,-0.5730827289894583,-0.764350013,-0.3313327329337589,-0.5730827289894583,-0.833074018,0.0000491350737202
39909, o5332g0470o.168563.cm, ./smf_downloads/SS.2010-05-16/o5332g0470o.168563.cm.469001.smf, PS1_V3, 2455333.104617496, 355.060387, -0.699081, w.00000, 30.0,0.9962118446850509,-0.086099344,-0.0122009624548895,-0.5729982119290022,-0.764403256,-0.3313560819923188,-0.5729982119290022,-0.833132155,0.0000488916755899
39911, o5332g0472o.168565.cm, ./smf_downloads/SS.2010-05-16/o5332g0472o.168565.cm.469007.smf, PS1_V3, 2455333.1056957617, 357.512302, 0.704756, w.00000, 30.0,0.9989819874915163,-0.043401597,0.0123000024573826,-0.5729829768801300,-0.764412848,-0.3313602910565752,-0.5729829768801300,-0.83314263,0.0000488456215979
41878, o5340g0430o.171726.cm, ./smf_downloads/SS.2010-05-24/o5340g0430o.171726.cm.469073.smf, PS1_V3, 2455341.0691177864, 357.873544, -0.000167, w.00000, 30.0,0.9993113672188287,-0.037105139,-0.0000029146998508,-0.4574520621981481,-0.828954195,-0.3593366514427097,-0.4574520621981481,-0.903486515,0.0000541101288748
41892, o5340g0444o.171739.cm, ./smf_downloads/SS.2010-05-24/o5340g0444o.171739.cm.469108.smf, PS1_V3, 2455341.076631941, 357.873864, -0.000196, w.00000, 30.0,0.9993115744358311,-0.037099558,-0.0000034208453339,-0.4573370932652083,-0.829007465,-0.3593600535602828,-0.4573370932652083,-0.903544698,0.0000538286190670
42199, o5341g0446o.172418.cm, ./smf_downloads/SS.2010-05-25/o5341g0446o.172418.cm.469182.smf, PS1_V3, 2455342.0953380484, 355.994498, 0.859148, w.00000, 30.0,0.9974451993667655,-0.069844415,0.0149943994348981,-0.4419169382283545,-0.836198929,-0.3624790276500137,-0.4419169382283545,-0.911383395,0.0000528261713395
42202, o5341g0449o.172421.cm, ./ecliptic-cat/ecliptic/23:00hr/o5341g0449o.172421/o5341g0449o.172421.cm.469421.smf, PS1_V3, 2455342.0969580873, 358.443942, -0.625245, w.00000, 30.0,0.9995717153788262,-0.02715338,-0.0109123672963460,-0.4418919711190633,-0.836209963,-0.3624839033809408,-0.4418919711190633,-0.911395457,0.0000527415225931
42215, o5341g0462o.172433.cm, ./smf_downloads/SS.2010-05-25/o5341g0462o.172433.cm.469222.smf, PS1_V3, 2455342.1039967025, 355.994959, 0.858928, w.00000, 30.0,0.9974458187267994,-0.069836393,0.0149905601421039,-0.4417835179769478,-0.836257851,-0.3625050839096969,-0.4417835179769478,-0.911447818,0.0000523575210859
47946, o5362g0526o.181785.cm, ./smf_downloads/SS.2010-06-15/o5362g0526o.181785.cm.470576.smf, PS1_V3, 2455363.0634873034, 9.1e-05, 1.501243, w.00000, 30.0,0.9996567568447502,1.5877E-06,0.0261986353101700,-0.1024836781375028,-0.927258803,-0.4019601749621901,-0.1024836781375028,-1.010633894,0.0000511192637412
48310, o5363g0466o.182374.cm, ./smf_downloads/SS.2010-06-16/o5363g0466o.182374.cm.470613.smf, PS1_V3, 2455364.0520986193, 9.8e-05, 1.512567, w.00000, 30.0,0.9996515593935923,1.70983E-06,0.0263962080427449,-0.0858216078727471,-0.928761497,-0.4026104609151626,-0.0858216078727471,-1.012271257,0.0000522308877972
48322, o5363g0478o.182386.cm, ./smf_downloads/SS.2010-06-16/o5363g0478o.182386.cm.470620.smf, PS1_V3, 2455364.058331749, 5.1e-05, 1.512424, w.00000, 30.0,0.9996516252717509,8.89808E-07,0.0263937130914776,-0.0857152359363239,-0.928769177,-0.4026142087211503,-0.0857152359363239,-1.012279795,0.0000518474848625
49397, o5366g0452o.184254.cm, ./smf_downloads/SS.2010-06-19/o5366g0452o.184254.cm.470700.smf, PS1_V3, 2455367.0359873497, 5.7e-05, 2.659628, w.00000, 30.0,0.9989228193376686,9.93766E-07,0.0464025969693077,-0.0354117933502573,-0.93173423,-0.4038977453238697,-0.0354117933502573,-1.015510739,0.0000536556553515
49403, o5366g0458o.184260.cm, ./smf_downloads/SS.2010-06-19/o5366g0458o.184260.cm.470706.smf, PS1_V3, 2455367.0390233546, 2.983766, 2.625156, w.00000, 30.0,0.9975963027330912,0.051998379,0.0458015867929899,-0.0353598150919376,-0.931735625,-0.4038985394906160,-0.0353598150919376,-1.015512335,0.0000534821914504
49409, o5366g0464o.184266.cm, ./ecliptic-cat/ecliptic/0:00hr/o5366g0464o.184266/o5366g0464o.184266.cm.470709.smf, PS1_V3, 2455367.0420739697, 4.9e-05, 2.659603, w.00000, 30.0,0.9989228395846550,8.5429E-07,0.0464021611069990,-0.0353075951239337,-0.931737013,-0.4038993364142116,-0.0353075951239337,-1.015513925,0.0000533031240857
49415, o5366g0470o.184272.cm, ./ecliptic-cat/ecliptic/0:00hr/o5366g0470o.184272/o5366g0470o.184272.cm.470714.smf, PS1_V3, 2455367.0451303497, 2.98386, 2.625098, w.00000, 30.0,0.9975962637238762,0.052000018,0.0458005755643423,-0.0352552851724462,-0.931738389,-0.4039001337730592,-0.0352552851724462,-1.015515505,0.0000531189909922
50365, o5369g0308o.185967.cm, ./smf_downloads/SS.2010-06-22/o5369g0308o.185967.cm.470771.smf, PS1_V3, 2455370.0467721843, 1.099403, 1.485945, w.00000, 30.0,0.9994796902645610,0.019180572,0.0259317255566138,0.0155325019422676,-0.932358518,-0.4041701920649780,0.0155325019422676,-1.016191885,0.0000520184746961
50379, o5369g0322o.185981.cm, ./smf_downloads/SS.2010-06-22/o5369g0322o.185981.cm.470760.smf, PS1_V3, 2455370.054024058, 1.099347, 1.486024, w.00000, 30.0,0.9994796732615814,0.019179595,0.0259331039030268,0.0156565349323801,-0.932355931,-0.4041696077167644,0.0156565349323801,-1.016189279,0.0000515255332028
53810, o5388g0559o.191295.cm, ./smf_downloads/3PI.2010-07-11/o5388g0559o.191295.cm.1212528.smf, PS1_V5, 2455389.1172671835, 2.686201, -3.038122, z.00000, 30.0,0.9974972271528505,0.046800008,-0.0530003871817878,0.3319869652354663,-0.88162612,-0.3821916181263805,0.3319869652354663,-0.960903245,0.0000367765373052
53822, o5388g0571o.191308.cm, ./smf_downloads/3PI.2010-07-11/o5388g0571o.191308.cm.1212529.smf, PS1_V5, 2455389.1232923516, 2.686203, -3.038131, z.00000, 30.0,0.9974972172030757,0.046800043,-0.0530005440406431,0.3320833962536500,-0.881593894,-0.3821782988366129,0.3320833962536500,-0.96086838,0.0000361780412951
55740, o5399g0600o.195342.cm, ./smf_downloads/3PI.2010-07-22/o5399g0600o.195342.cm.1212580.smf, PS1_V5, 2455400.1120012724, 2.659536, 1e-06, y.00000, 30.0,0.9989228938456601,0.046400993,0.0000000174532925,0.5010644013490479,-0.81089252,-0.3515292402404245,0.5010644013490479,-0.883809643,0.0000327482696435
55741, o5399g0601o.195344.cm, ./smf_downloads/3PI.2010-07-22/o5399g0601o.195344.cm.1212241.smf, PS1_V5, 2455400.1124931583, 2.686204, -3.038076, y.00000, 30.0,0.9974972672067669,0.046800063,-0.0529995854587291,0.5010716132003943,-0.810888596,-0.3515275928937449,0.5010716132003943,-0.883805388,0.0000326987930173
55742, o5399g0602o.195343.cm, ./smf_downloads/3PI.2010-07-22/o5399g0602o.195343.cm.1212313.smf, PS1_V5, 2455400.1129806973, 5.332488, -1.50712, y.00000, 30.0,0.9953277233779618,0.092903021,-0.0263011729648290,0.5010787609073470,-0.810884707,-0.3515259600812520,0.5010787609073470,-0.88380117,0.0000326497653921
55743, o5399g0603o.195345.cm, ./smf_downloads/3PI.2010-07-22/o5399g0603o.195345.cm.1212643.smf, PS1_V5, 2455400.1134860776, 5.274836, 1.495645, y.00000, 30.0,0.9954259253480302,0.091901941,0.0261009651898213,0.5010861697506949,-0.810880675,-0.3515242674913210,0.5010861697506949,-0.883796797,0.0000325989564659
55744, o5399g0604o.195346.cm, ./smf_downloads/3PI.2010-07-22/o5399g0604o.195346.cm.1212734.smf, PS1_V5, 2455400.114061893, 2.628627, 2.980736, y.00000, 30.0,0.9975962784390575,0.045800056,0.0520001938421677,0.5010946106309129,-0.810876081,-0.3515223389734757,0.5010946106309129,-0.883791816,0.0000325410828733
55757, o5399g0617o.195360.cm, ./smf_downloads/3PI.2010-07-22/o5399g0617o.195360.cm.1212448.smf, PS1_V5, 2455400.120628985, 2.659543, 1e-05, y.00000, 30.0,0.9989228881766868,0.046401115,0.0000001745329252,0.5011908373689856,-0.81082369,-0.3515003421507799,0.5011908373689856,-0.883734997,0.0000318825289075
55758, o5399g0618o.195359.cm, ./smf_downloads/3PI.2010-07-22/o5399g0618o.195359.cm.1212243.smf, PS1_V5, 2455400.121125319, 2.686203, -3.038079, y.00000, 30.0,0.9974972652515781,0.046800045,-0.0529996377450166,0.5011981070773298,-0.81081973,-0.3514986794783732,0.5011981070773298,-0.883730703,0.0000318328847817
55759, o5399g0619o.195362.cm, ./smf_downloads/3PI.2010-07-22/o5399g0619o.195362.cm.1212315.smf, PS1_V5, 2455400.1216118503, 5.332489, -1.507103, y.00000, 30.0,0.9953277295263963,0.092903039,-0.0263008763614962,0.5012052327988261,-0.810815848,-0.3514970496199266,0.5012052327988261,-0.883726493,0.0000317842410568
55760, o5399g0620o.195361.cm, ./smf_downloads/3PI.2010-07-22/o5399g0620o.195361.cm.1212454.smf, PS1_V5, 2455400.1221007216, 5.274859, 1.495645, y.00000, 30.0,0.9954258884561463,0.091902341,0.0261009651898213,0.5012123923829188,-0.810811948,-0.3514954118988692,0.5012123923829188,-0.883722263,0.0000317353837118
55761, o5399g0621o.195363.cm, ./smf_downloads/3PI.2010-07-22/o5399g0621o.195363.cm.1212738.smf, PS1_V5, 2455400.1225977964, 2.62863, 2.980736, y.00000, 30.0,0.9975962760409708,0.045800108,0.0520001938421677,0.5012196716897788,-0.810807982,-0.3514937466713116,0.5012196716897788,-0.883717962,0.0000316857278780
56651, o5402g0682o.196988.cm, ./smf_downloads/3PI.2010-07-25/o5402g0682o.196988.cm.1212530.smf, PS1_V5, 2455403.1121103116, 2.686224, -3.038087, z.00000, 30.0,0.9974972407063750,0.04680041,-0.0529997771751158,0.5444522333458705,-0.786695882,-0.3410425006663640,0.5444522333458705,-0.857438276,0.0000292736533103
56673, o5402g0704o.197010.cm, ./smf_downloads/3PI.2010-07-25/o5402g0704o.197010.cm.1212444.smf, PS1_V5, 2455403.1230695243, 2.686216, -3.038098, z.00000, 30.0,0.9974972370768710,0.046800271,-0.0529999688915006,0.5446078262833748,-0.786601099,-0.3410025968964415,0.5446078262833748,-0.857335442,0.0000281822540997
69479, o5447g0282o.221526.cm, ./smf_downloads/3PI.2010-09-08/o5447g0282o.221526.cm.1213059.smf, PS1_V5, 2455447.9133420363, 1.5e-05, -4.582806, g.00000, 43.0,0.9968029006218229,2.60962E-07,-0.0798997954431189,0.9754835041238494,-0.231366009,-0.1002834053392881,0.9754835041238494,-0.252164611,0.0000238876567898
69485, o5447g0288o.221532.cm, ./smf_downloads/3PI.2010-09-08/o5447g0288o.221532.cm.1213061.smf, PS1_V5, 2455447.917164332, 2.686219, -3.038121, g.00000, 43.0,0.9974972133741598,0.046800322,-0.0530003697530260,0.9754992208595525,-0.231306888,-0.1002581668583117,0.9754992208595525,-0.252100329,0.0000235264934083
69495, o5447g0298o.221542.cm, ./smf_downloads/3PI.2010-09-08/o5447g0298o.221542.cm.1213062.smf, PS1_V5, 2455447.923648093, 0.000159, -1.512943, g.00000, 43.0,0.9996513861462016,2.77411E-06,-0.0264027681935441,0.9755258214824877,-0.231206582,-0.1002153537894667,0.9755258214824877,-0.25199127,0.0000229072031162
69496, o5447g0299o.221543.cm, ./smf_downloads/3PI.2010-09-08/o5447g0299o.221543.cm.1213063.smf, PS1_V5, 2455447.9242893783, 2e-05, -4.582815, g.00000, 43.0,0.9968028880711535,3.4795E-07,-0.0798999520205514,0.9755284483476101,-0.23119666,-0.1002111192330709,0.9755284483476101,-0.251980482,0.0000228455282293
69502, o5447g0305o.221549.cm, ./smf_downloads/3PI.2010-09-08/o5447g0305o.221549.cm.1213065.smf, PS1_V5, 2455447.9283635644, 2.686221, -3.03812, g.00000, 43.0,0.9974972126645341,0.046800357,-0.0530003523242642,0.9755451198608923,-0.231133618,-0.1001842161434147,0.9755451198608923,-0.251911941,0.0000224520555886
69512, o5447g0324o.221568.cm, ./smf_downloads/3PI.2010-09-08/o5447g0324o.221568.cm.1213958.smf, PS1_V5, 2455447.944326846, 6e-06, -1.512714, r.00000, 40.0,0.9996514916687501,1.04683E-07,-0.0263987727826873,0.9756101495090024,-0.230886542,-0.1000788008341272,0.9756101495090024,-0.251643321,0.0000208872693306
69515, o5447g0327o.221571.cm, ./smf_downloads/3PI.2010-09-08/o5447g0327o.221571.cm.1213960.smf, PS1_V5, 2455447.946131766, 1.2e-05, -4.582823, r.00000, 40.0,0.9968028769150448,2.0877E-07,-0.0799000912004897,0.9756174727049397,-0.230858599,-0.1000668813522009,0.9756174727049397,-0.251612943,0.0000207084808996
69519, o5447g0331o.221575.cm, ./smf_downloads/3PI.2010-09-08/o5447g0331o.221575.cm.1213961.smf, PS1_V5, 2455447.9485610584, 2.686213, -3.038121, r.00000, 40.0,0.9974972182750724,0.046800217,-0.0530003697530260,0.9756273196760089,-0.23082099,-0.1000508384280205,0.9756273196760089,-0.251572056,0.0000204673825096
69520, o5447g0332o.221576.cm, ./smf_downloads/3PI.2010-09-08/o5447g0332o.221576.cm.1215834.smf, PS1_V5, 2455447.9491686514, 2.659545, -3.2e-05, r.00000, 40.0,0.9989228865568411,0.04640115,-0.0000005585053606,0.9756297808019360,-0.230811583,-0.1000468258865872,0.9756297808019360,-0.251561829,0.0000204070041094
69531, o5447g0343o.221587.cm, ./smf_downloads/3PI.2010-09-08/o5447g0343o.221587.cm.1213962.smf, PS1_V5, 2455447.9562165225, 7e-05, -1.512768, r.00000, 40.0,0.9996514667873083,1.2213E-06,-0.0263997149320103,0.9756582788908411,-0.230702461,-0.1000002809486049,0.9756582788908411,-0.251443197,0.0000197047406638
69534, o5447g0346o.221590.cm, ./smf_downloads/3PI.2010-09-08/o5447g0346o.221590.cm.1213964.smf, PS1_V5, 2455447.958053932, 3.4e-05, -4.582831, r.00000, 40.0,0.9968028657587240,5.91515E-07,-0.0799002303804265,0.9756656932665378,-0.23067401,-0.0999881462376094,0.9756656932665378,-0.251412267,0.0000195211863973
69538, o5447g0350o.221594.cm, ./smf_downloads/3PI.2010-09-08/o5447g0350o.221594.cm.1213965.smf, PS1_V5, 2455447.9604950016, 2.686201, -3.038129, r.00000, 40.0,0.9974972206847392,0.046800008,-0.0530005091831198,0.9756755338133832,-0.230636212,-0.0999720246451911,0.9756755338133832,-0.251371175,0.0000192771040240
69539, o5447g0351o.221596.cm, ./smf_downloads/3PI.2010-09-08/o5447g0351o.221596.cm.1215836.smf, PS1_V5, 2455447.9611009085, 2.659548, -4.3e-05, r.00000, 40.0,0.9989228841271557,0.046401202,-0.0000007504915784,0.9756779746492825,-0.23062683,-0.0999680230173436,0.9756779746492825,-0.251360975,0.0000192164859024
70184, o5449g0526o.222920.cm, ./smf_downloads/3PI.2010-09-10/o5449g0526o.222920.cm.1213324.smf, PS1_V5, 2455450.03549719, 1e-05, 1.501271, g.00000, 43.0,0.9996567440428079,1.74473E-07,0.0261991238346172,0.9833887098253982,-0.198869545,-0.0862086937269506,0.9833887098253982,-0.216751089,0.0000108317391976
70189, o5449g0531o.222925.cm, ./smf_downloads/3PI.2010-09-10/o5449g0531o.222925.cm.1213325.smf, PS1_V5, 2455450.0387008847, 2.659575, 5.7e-05, g.00000, 43.0,0.9989228622607804,0.046401673,0.0000009948376736,0.9833993142348441,-0.198819606,-0.0861873567227086,0.9833993142348441,-0.216696783,0.0000105435149986
70201, o5449g0543o.222937.cm, ./smf_downloads/3PI.2010-09-10/o5449g0543o.222937.cm.1213327.smf, PS1_V5, 2455450.0463446667, 4.3e-05, 1.501278, g.00000, 43.0,0.9996567408417073,7.50234E-07,0.0261992459657280,0.9834245454459676,-0.198700483,-0.0861364471027560,0.9834245454459676,-0.21656724,0.0000098679581769
70206, o5449g0548o.222942.cm, ./smf_downloads/3PI.2010-09-10/o5449g0548o.222942.cm.1213328.smf, PS1_V5, 2455450.049548326, 2.659583, 1.3e-05, g.00000, 43.0,0.9989228557823435,0.046401812,0.0000002268928028,0.9834350913327795,-0.198650569,-0.0861151094269700,0.9834350913327795,-0.216512957,0.0000095901848343
70930, o5452g0330o.224423.cm, ./smf_downloads/3PI.2010-09-13/o5452g0330o.224423.cm.1224578.smf, PS1_V5, 2455452.9577353243, 357.340472, 1.1e-05, i.00000, 45.0,0.9989229003244329,-0.046400854,0.0000001919862177,0.9921655750674168,-0.153768999,-0.0666501092872599,0.9921655750674168,-0.167592189,0.0000155152915512
70947, o5452g0347o.224440.cm, ./smf_downloads/3PI.2010-09-13/o5452g0347o.224440.cm.1224588.smf, PS1_V5, 2455452.969211927, 357.340472, 2.1e-05, i.00000, 45.0,0.9989229003243842,-0.046400854,0.0000003665191429,0.9921950332666171,-0.153588119,-0.0665729486421746,0.9921950332666171,-0.167395542,0.0000143588534439
71308, o5453g0328o.225009.cm, ./smf_downloads/3PI.2010-09-14/o5453g0328o.225009.cm.1215840.smf, PS1_V5, 2455453.9749059053, 357.340466, 4e-06, r.00000, 40.0,0.9989228954653574,-0.046400958,0.0000000698131701,0.9946405696779852,-0.137966701,-0.0598021589123556,0.9946405696779852,-0.150369906,0.0000125939156900
71309, o5453g0329o.225010.cm, ./smf_downloads/3PI.2010-09-14/o5453g0329o.225010.cm.1213967.smf, PS1_V5, 2455453.975518845, 357.31382, -3.03807, r.00000, 40.0,0.9974972923542434,-0.046799645,-0.0529994808861537,0.9946419495321236,-0.137957017,-0.0597980269479320,0.9946419495321236,-0.150359377,0.0000125326287243
71327, o5453g0347o.225028.cm, ./smf_downloads/3PI.2010-09-14/o5453g0347o.225028.cm.1215842.smf, PS1_V5, 2455453.9869290404, 357.340475, 1.4e-05, r.00000, 40.0,0.9989229027539631,-0.046400801,0.0000002443460953,0.9946675091723786,-0.137776749,-0.0597211069942091,0.9946675091723786,-0.150163388,0.0000113989190473
71328, o5453g0348o.225029.cm, ./smf_downloads/3PI.2010-09-14/o5453g0348o.225029.cm.1213972.smf, PS1_V5, 2455453.987553041, 357.313839, -3.038069, r.00000, 40.0,0.9974973087975375,-0.046799314,-0.0529994634573911,0.9946689000498070,-0.137766891,-0.0597169003282220,0.9946689000498070,-0.15015267,0.0000113373735737
