,ID,smf-name,smf-filepath,reduction,JDUTC,RA,Dec,filter,exp-time,UVx,UVy,UVz,obseqx,obseqy,obseqz,obseclx,obseclsy,obseclz
176255,176255, o5870g0240o.417189.cm, ./smf_downloads/3PI.2011-11-05/o5870g0240o.417189.cm.1280365.smf, PS1_V5, 2455870.893906889, 34.841233, 8.158101, i.00000, 45.0,0.8124326295650239,0.565522914,0.1419050965222193,0.7316818910953599,0.614046196,0.2662019118207571,0.7316818910953599,0.66926541,-0.0000180705459868
176256,176256, o5870g0241o.417190.cm, ./smf_downloads/3PI.2011-11-05/o5870g0241o.417190.cm.1271645.smf, PS1_V5, 2455870.894561851, 32.619052, 9.340485, i.00000, 45.0,0.8311057349471297,0.531903764,0.1623010895449276,0.7316740191236223,0.614053925,0.2662052006056714,0.7316740191236223,0.669273809,-0.0000181275691777
176261,176261, o5870g0249o.417198.cm, ./smf_downloads/3PI.2011-11-05/o5870g0249o.417198.cm.1280423.smf, PS1_V5, 2455870.9108171, 37.224724, 7.486736, i.00000, 45.0,0.7894807985150344,0.599785667,0.1302966687711366,0.7314784322744858,0.614245608,0.2662868128056132,0.7314784322744858,0.669482138,-0.0000194969822592
176262,176262, o5870g0250o.417199.cm, ./smf_downloads/3PI.2011-11-05/o5870g0250o.417199.cm.1280366.smf, PS1_V5, 2455870.9114897302, 34.841224, 8.158149, i.00000, 45.0,0.8124326208257300,0.565522718,0.1419059258023230,0.7314703302957970,0.614253534,0.2662901894057237,0.7314703302957970,0.669490753,-0.0000195516383159
176263,176263, o5870g0251o.417200.cm, ./smf_downloads/3PI.2011-11-05/o5870g0251o.417200.cm.1271648.smf, PS1_V5, 2455870.912145192, 32.619056, 9.340504, i.00000, 45.0,0.8311056524811434,0.531903793,0.1623014167607189,0.7314624344612208,0.614261257,0.2662934797856577,0.7314624344612208,0.669499147,-0.0000196047373653
177697,177697, o5877g0390o.419206.cm, ./smf_downloads/3PI.2011-11-12/o5877g0390o.419206.cm.1275815.smf, PS1_V5, 2455877.949347631, 27.939711, 9.736599, i.00000, 45.0,0.8707156991293371,0.461793179,0.1691189859619797,0.6424676137979440,0.690936881,0.2995326422091685,0.6424676137979440,0.753069437,-0.0000230810869530
177698,177698, o5877g0391o.419215.cm, ./smf_downloads/3PI.2011-11-12/o5877g0391o.419215.cm.1271592.smf, PS1_V5, 2455877.950005527, 28.010095, 12.493391, i.00000, 45.0,0.8619594759972137,0.458506807,0.2163269979155633,0.6424586844812692,0.690943671,0.2995355471690254,0.6424586844812692,0.753076822,-0.0000231168530000
177699,177699, o5877g0392o.419220.cm, ./smf_downloads/3PI.2011-11-12/o5877g0392o.419220.cm.1271649.smf, PS1_V5, 2455877.950666947, 30.562606, 11.142391, i.00000, 45.0,0.8448427843461346,0.498894683,0.1932479354331341,0.6424497068759450,0.690950497,0.2995384676485213,0.6424497068759450,0.753084246,-0.0000231525800503
177700,177700, o5877g0393o.419222.cm, ./smf_downloads/3PI.2011-11-12/o5877g0393o.419222.cm.1271650.smf, PS1_V5, 2455877.951325281, 30.648902, 13.922397, i.00000, 45.0,0.8350335717774166,0.494799935,0.2406074785381483,0.6424407706911935,0.69095729,0.2995413744651900,0.6424407706911935,0.753091636,-0.0000231879102603
177701,177701, o5877g0394o.419203.cm, ./smf_downloads/3PI.2011-11-12/o5877g0394o.419203.cm.1271842.smf, PS1_V5, 2455877.9519828376, 28.091607, 15.260094, i.00000, 45.0,0.8510904826626209,0.454279792,0.2632011803682998,0.6424318446072880,0.690964075,0.2995442778093346,0.6424318446072880,0.753099015,-0.0000232229688937
177717,177717, o5877g0410o.419234.cm, ./smf_downloads/3PI.2011-11-12/o5877g0410o.419234.cm.1275816.smf, PS1_V5, 2455877.962605449, 27.939709, 9.736598, i.00000, 45.0,0.8707157178565975,0.46179315,0.1691189687600906,0.6422875856627948,0.691073587,0.2995911749994171,0.6422875856627948,0.753218145,-0.0000237570053848
177718,177718, o5877g0411o.419253.cm, ./smf_downloads/3PI.2011-11-12/o5877g0411o.419253.cm.1271595.smf, PS1_V5, 2455877.9632650614, 28.010116, 12.493403, i.00000, 45.0,0.8619592679452933,0.458507101,0.2163272023957437,0.6422786242242989,0.691080381,0.2995940867521706,0.6422786242242989,0.753225537,-0.0000237881291558
177719,177719, o5877g0412o.419238.cm, ./smf_downloads/3PI.2011-11-12/o5877g0412o.419238.cm.1271652.smf, PS1_V5, 2455877.9639278823, 30.562614, 11.142395, i.00000, 45.0,0.8448427030703202,0.498894795,0.1932480039303223,0.6422696187807643,0.691087208,0.2995970126284890,0.6422696187807643,0.753232964,-0.0000238191609675
177720,177720, o5877g0413o.419248.cm, ./smf_downloads/3PI.2011-11-12/o5877g0413o.419248.cm.1271653.smf, PS1_V5, 2455877.9645839236, 30.648917, 13.922407, i.00000, 45.0,0.8350334061113811,0.494800132,0.2406076479437292,0.6422607050400096,0.691093964,0.2995999085390049,0.6422607050400096,0.753240315,-0.0000238496346327
177721,177721, o5877g0414o.419255.cm, ./smf_downloads/3PI.2011-11-12/o5877g0414o.419255.cm.1271845.smf, PS1_V5, 2455877.9652392054, 28.091613, 15.260098, i.00000, 45.0,0.8510904188802784,0.454279872,0.2632012477199245,0.6422518012158811,0.691100712,0.2996028010582918,0.6422518012158811,0.753247656,-0.0000238798334049
178458,178458, o5879g0172o.420121.cm, ./smf_downloads/3PI.2011-11-14/o5879g0172o.420121.cm.1280689.smf, PS1_V5, 2455879.7894751076, 35.5155, 16.188288, i.00000, 45.0,0.7816855087170040,0.557889974,0.2787948037351492,0.6175701841183860,0.709284519,0.3075021711729998,0.6175701841183860,0.773073162,-0.0000094524192423
178476,178476, o5879g0190o.420139.cm, ./smf_downloads/3PI.2011-11-14/o5879g0190o.420139.cm.1283027.smf, PS1_V5, 2455879.8013672815, 35.515492, 16.188289, i.00000, 45.0,0.7816855826525013,0.557889862,0.2787948204964308,0.6174069061098446,0.709403942,0.3075526573841525,0.6174069061098446,0.773202813,-0.0000106360726085
178491,178491, o5879g0206o.420155.cm, ./smf_downloads/3PI.2011-11-14/o5879g0206o.420155.cm.1281202.smf, PS1_V5, 2455879.8130479753, 33.313301, 11.894455, i.00000, 45.0,0.8177369495081742,0.537424563,0.2061094857924283,0.6172462885523841,0.709521192,0.3076022331949343,0.6172462885523841,0.773330108,-0.0000117907306928
178492,178492, o5879g0207o.420156.cm, ./smf_downloads/3PI.2011-11-14/o5879g0207o.420156.cm.1271897.smf, PS1_V5, 2455879.8137401873, 33.065831, 14.684205, i.00000, 45.0,0.8106717648359378,0.527781639,0.2534912836447095,0.6172367626366178,0.709528139,0.3076051707254103,0.6172367626366178,0.77333765,-0.0000118587733301
178493,178493, o5879g0208o.420157.cm, ./smf_downloads/3PI.2011-11-14/o5879g0208o.420157.cm.1282915.smf, PS1_V5, 2455879.8145229896, 35.756762, 13.362467, i.00000, 45.0,0.7895355389745788,0.56852574,0.2311106132134771,0.6172259890476178,0.709535994,0.3076084926394558,0.6172259890476178,0.773346178,-0.0000119356590699
178494,178494, o5879g0209o.420159.cm, ./smf_downloads/3PI.2011-11-14/o5879g0209o.420159.cm.1280424.smf, PS1_V5, 2455879.815188885, 36.041098, 10.567605, i.00000, 45.0,0.7948807480473652,0.578386256,0.1833955701722290,0.6172168235825208,0.709542676,0.3076113184023601,0.6172168235825208,0.773353433,-0.0000120010095293
178509,178509, o5879g0224o.420173.cm, ./smf_downloads/3PI.2011-11-14/o5879g0224o.420173.cm.1282917.smf, PS1_V5, 2455879.8253500634, 33.313439, 11.89445, i.00000, 45.0,0.8177356701204068,0.537426543,0.2061094003996686,0.6170768681014200,0.70964461,0.3076544328559650,0.6170768681014200,0.773464106,-0.0000129913592045
178510,178510, o5879g0225o.420174.cm, ./smf_downloads/3PI.2011-11-14/o5879g0225o.420174.cm.1271898.smf, PS1_V5, 2455879.826019631, 33.065837, 14.684208, i.00000, 45.0,0.8106716984435984,0.527781717,0.2534913342943911,0.6170676394937613,0.709651325,0.3076572735361845,0.6170676394937613,0.773471396,-0.0000130561118175
178511,178511, o5879g0226o.420175.cm, ./smf_downloads/3PI.2011-11-14/o5879g0226o.420175.cm.1282918.smf, PS1_V5, 2455879.8267954537, 35.756754, 13.362437, i.00000, 45.0,0.7895357165552426,0.568525701,0.2311101037898073,0.6170569454049466,0.709659105,0.3076605649605567,0.6170569454049466,0.773479844,-0.0000131310535545
178512,178512, o5879g0227o.420176.cm, ./smf_downloads/3PI.2011-11-14/o5879g0227o.420176.cm.1280425.smf, PS1_V5, 2455879.827460836, 36.041076, 10.56759, i.00000, 45.0,0.7948810089546267,0.578385979,0.1833953128131624,0.6170477728210927,0.709665778,0.3076633877981354,0.6170477728210927,0.773487088,-0.0000131952517414
179995,179995, o5887g0157o.422078.cm, ./smf_downloads/3PI.2011-11-22/o5887g0157o.422078.cm.1284339.smf, PS1_V5, 2455887.786350788, 35.515493, 16.188293, g.00000, 43.0,0.7816855570729629,0.557889864,0.2787948875415562,0.5021853940690890,0.780450463,0.3383537595977436,0.5021853940690890,0.850638696,-0.0000118603695400
180013,180013, o5887g0175o.422096.cm, ./smf_downloads/3PI.2011-11-22/o5887g0175o.422096.cm.1284341.smf, PS1_V5, 2455887.7978177643, 35.515432, 16.188315, g.00000, 43.0,0.7816860638964218,0.55788897,0.2787952562897215,0.5020117672353259,0.780544701,0.3383933772078648,0.5020117672353259,0.850740917,-0.0000129975843656
180031,180031, o5887g0194o.422115.cm, ./smf_downloads/3PI.2011-11-22/o5887g0194o.422115.cm.1284965.smf, PS1_V5, 2455887.810961059, 35.515505, 16.188302, r.00000, 40.0,0.7816854045830798,0.557890002,0.2787950383930833,0.5018124826792042,0.780652623,0.3384387698169147,0.5018124826792042,0.85085799,-0.0000142797268360
180332,180332, o5889g0100o.422463.cm, ./smf_downloads/3PI.2011-11-24/o5889g0100o.422463.cm.1284869.smf, PS1_V5, 2455889.773014211, 33.313275, 11.894453, g.00000, 43.0,0.8177371993959864,0.537424196,0.2061094516353246,0.4718887174712057,0.795807907,0.3450112767684951,0.4718887174712057,0.867377084,-0.0000125484512731
180333,180333, o5889g0101o.422464.cm, ./smf_downloads/3PI.2011-11-24/o5889g0101o.422464.cm.1284870.smf, PS1_V5, 2455889.773679155, 33.06584, 14.684198, g.00000, 43.0,0.8106717078862379,0.527781784,0.2534911654621163,0.4718784639626865,0.795813054,0.3450134351238974,0.4718784639626865,0.867382665,-0.0000126152678579
180334,180334, o5889g0102o.422465.cm, ./smf_downloads/3PI.2011-11-24/o5889g0102o.422465.cm.1284871.smf, PS1_V5, 2455889.7743097683, 35.756772, 13.362452, g.00000, 43.0,0.7895354888478737,0.568525913,0.2311103585016501,0.4718687391284117,0.795817934,0.3450154820026663,0.4718687391284117,0.867387956,-0.0000126786117186
180350,180350, o5889g0118o.422481.cm, ./smf_downloads/3PI.2011-11-24/o5889g0118o.422481.cm.1283783.smf, PS1_V5, 2455889.784637012, 33.313522, 11.894364, g.00000, 43.0,0.8177351501209322,0.537427897,0.2061079316439571,0.4717093829682277,0.795897834,0.3450489967923210,0.4717093829682277,0.867474595,-0.0000137119049172
180351,180351, o5889g0119o.422480.cm, ./smf_downloads/3PI.2011-11-24/o5889g0119o.422480.cm.1284872.smf, PS1_V5, 2455889.7853079215, 33.065827, 14.684199, g.00000, 43.0,0.8106718239283831,0.527781597,0.2534911823453441,0.4716990240640184,0.795903023,0.3450511736939874,0.4716990240640184,0.867480222,-0.0000137787118971
180352,180352, o5889g0120o.422483.cm, ./smf_downloads/3PI.2011-11-24/o5889g0120o.422483.cm.1284873.smf, PS1_V5, 2455889.7859431123, 35.756774, 13.362453, g.00000, 43.0,0.7895354657292590,0.568525938,0.2311103754824391,0.4716892159480477,0.795907936,0.3450532346560905,0.4716892159480477,0.867485549,-0.0000138419197391
180368,180368, o5889g0137o.422500.cm, ./smf_downloads/3PI.2011-11-24/o5889g0137o.422500.cm.1284737.smf, PS1_V5, 2455889.7978217234, 33.313385, 11.894404, r.00000, 40.0,0.8177363149165535,0.537425863,0.2061086147862063,0.4715056692737670,0.795999765,0.3450917686126818,0.4715056692737670,0.867585128,-0.0000150150878072
180369,180369, o5889g0138o.422501.cm, ./smf_downloads/3PI.2011-11-24/o5889g0138o.422501.cm.1284738.smf, PS1_V5, 2455889.7984938836, 33.065835, 14.684202, r.00000, 40.0,0.8106717391129955,0.527781703,0.2534912329950272,0.4714952760022466,0.796004959,0.3450939486433991,0.4714952760022466,0.86759076,-0.0000150808968006
180370,180370, o5889g0139o.422502.cm, ./smf_downloads/3PI.2011-11-24/o5889g0139o.422502.cm.1284739.smf, PS1_V5, 2455889.7990980926, 35.756756, 13.36246, r.00000, 40.0,0.7895356214236868,0.568525674,0.2311104943479598,0.4714859327756196,0.796009627,0.3450959082463090,0.4714859327756196,0.867595823,-0.0000151399937578
180386,180386, o5889g0155o.422518.cm, ./smf_downloads/3PI.2011-11-24/o5889g0155o.422518.cm.1284740.smf, PS1_V5, 2455889.8090393865, 33.313324, 11.894459, r.00000, 40.0,0.8177367217473341,0.537424884,0.2061095541066348,0.4713321171454278,0.796086404,0.3451281448817466,0.4713321171454278,0.867679087,-0.0000161035457159
180387,180387, o5889g0156o.422519.cm, ./smf_downloads/3PI.2011-11-24/o5889g0156o.422519.cm.1284741.smf, PS1_V5, 2455889.8097212473, 33.065851, 14.684188, r.00000, 40.0,0.8106716436365918,0.527781963,0.2534909966298337,0.4713215610979190,0.796091667,0.3451303555720298,0.4713215610979190,0.867684796,-0.0000161689752203
180388,180388, o5889g0157o.422520.cm, ./smf_downloads/3PI.2011-11-24/o5889g0157o.422520.cm.1284742.smf, PS1_V5, 2455889.8103204574, 35.756783, 13.362457, r.00000, 40.0,0.7895353633321387,0.568526053,0.2311104434055942,0.4713122839505824,0.796096293,0.3451322982566966,0.4713122839505824,0.867689812,-0.0000162263984737
183305,183305, o5897g0081o.426119.cm, ./smf_downloads/3PI.2011-12-02/o5897g0081o.426119.cm.1271654.smf, PS1_V5, 2455897.7470390294, 33.097409, 9.769994, i.00000, 45.0,0.8255935370610712,0.538144457,0.1696934142875540,0.3448843873720004,0.847505754,0.3674194652490495,0.3448843873720004,0.923722396,-0.0000176597166561
183306,183306, o5897g0082o.426120.cm, ./smf_downloads/3PI.2011-12-02/o5897g0082o.426120.cm.1271899.smf, PS1_V5, 2455897.7478259453, 33.186003, 12.5515, i.00000, 45.0,0.8168970843749001,0.5342775,0.2173170647464440,0.3448714696201733,0.847510245,0.3674213265780858,0.3448714696201733,0.923727257,-0.0000177384747112
183307,183307, o5897g0083o.426121.cm, ./smf_downloads/3PI.2011-12-02/o5897g0083o.426121.cm.1271902.smf, PS1_V5, 2455897.748481539, 33.280816, 15.35261, i.00000, 45.0,0.8061585617157557,0.529160893,0.2647586123151818,0.3448607068107185,0.847513986,0.3674228772320792,0.3448607068107185,0.923731307,-0.0000178040702035
183324,183324, o5897g0100o.426138.cm, ./smf_downloads/3PI.2011-12-02/o5897g0100o.426138.cm.1271657.smf, PS1_V5, 2455897.7598551535, 33.097404, 9.770003, i.00000, 45.0,0.8255935616926514,0.538144371,0.1696935690890434,0.3446738723360432,0.847578869,0.3674497712215296,0.3446738723360432,0.923801533,-0.0000189381224474
183325,183325, o5897g0101o.426139.cm, ./smf_downloads/3PI.2011-12-02/o5897g0101o.426139.cm.1271903.smf, PS1_V5, 2455897.7606131244, 33.185998, 12.551498, i.00000, 45.0,0.8168971373479428,0.534277433,0.2173170306740890,0.3446614134233977,0.847583191,0.3674515630020550,0.3446614134233977,0.923806211,-0.0000190133570462
183326,183326, o5897g0102o.426140.cm, ./smf_downloads/3PI.2011-12-02/o5897g0102o.426140.cm.1271906.smf, PS1_V5, 2455897.761306645, 33.280805, 15.3526, i.00000, 45.0,0.8061587019377261,0.529160763,0.2647584440105091,0.3446500130507231,0.847587145,0.3674532023711451,0.3446500130507231,0.923810491,-0.0000190821485320
183343,183343, o5897g0119o.426157.cm, ./smf_downloads/3PI.2011-12-02/o5897g0119o.426157.cm.1284494.smf, PS1_V5, 2455897.7736332407, 33.097401, 9.770003, r.00000, 40.0,0.8255935898698237,0.538144327,0.1696935690890434,0.3444472497625087,0.847657384,0.3674823314649379,0.3444472497625087,0.923886521,-0.0000202960817341
183344,183344, o5897g0120o.426159.cm, ./smf_downloads/3PI.2011-12-02/o5897g0120o.426159.cm.1284743.smf, PS1_V5, 2455897.774235551, 33.186008, 12.55151, r.00000, 40.0,0.8168970060076868,0.53427755,0.2173172351082153,0.3444373357581774,0.847660814,0.3674837543545509,0.3444373357581774,0.923890234,-0.0000203549035866
183345,183345, o5897g0121o.426158.cm, ./smf_downloads/3PI.2011-12-02/o5897g0121o.426158.cm.1284969.smf, PS1_V5, 2455897.774960872, 33.280797, 15.352606, r.00000, 40.0,0.8061587526442677,0.529160636,0.2647585449933137,0.3444253962039875,0.847664944,0.3674854677898744,0.3444253962039875,0.923894705,-0.0000204256691280
183362,183362, o5897g0138o.426176.cm, ./smf_downloads/3PI.2011-12-02/o5897g0138o.426176.cm.1284495.smf, PS1_V5, 2455897.7857192415, 33.097558, 9.769893, r.00000, 40.0,0.8255923881864257,0.538146767,0.1696916770705527,0.3442482008046392,0.847726161,0.3675108755258736,0.3442482008046392,0.923960977,-0.0000214654147835
183363,183363, o5897g0139o.426177.cm, ./smf_downloads/3PI.2011-12-02/o5897g0139o.426177.cm.1284745.smf, PS1_V5, 2455897.7863252955, 33.185995, 12.551511, r.00000, 40.0,0.8168971240571246,0.534277363,0.2173172521443920,0.3442382132056268,0.847729607,0.3675123064415059,0.3442382132056268,0.923964708,-0.0000215233826518
183364,183364, o5897g0140o.426181.cm, ./smf_downloads/3PI.2011-12-02/o5897g0140o.426181.cm.1284970.smf, PS1_V5, 2455897.787007772, 33.280804, 15.352604, r.00000, 40.0,0.8061586957211716,0.529160739,0.2647585113323792,0.3442269654751171,0.847733488,0.3675139177442430,0.3442269654751171,0.923968909,-0.0000215885762908
183383,183383, o5897g0160o.426197.cm, ./smf_downloads/3PI.2011-12-02/o5897g0160o.426197.cm.1266041.smf, PS1_V5, 2455897.8002145477, 25.273999, 5.613695, r.00000, 40.0,0.8999395257978959,0.424899924,0.0978207790499803,0.3440091609424994,0.847808506,0.3675450882222843,0.3440091609424994,0.924050137,-0.0000228309918841
183384,183384, o5897g0161o.426198.cm, ./smf_downloads/3PI.2011-12-02/o5897g0161o.426198.cm.1315170.smf, PS1_V5, 2455897.8008137452, 25.318704, 8.349786, r.00000, 40.0,0.8943611783939445,0.423119845,0.1452159746647770,0.3439992724959536,0.847811907,0.3675465019789529,0.3439992724959536,0.924053819,-0.0000228864222118
183385,183385, o5897g0162o.426199.cm, ./smf_downloads/3PI.2011-12-02/o5897g0162o.426199.cm.1266108.smf, PS1_V5, 2455897.8014249336, 27.878204, 6.985209, r.00000, 40.0,0.8773825712050141,0.464122909,0.1216131119207560,0.3439891855882769,0.847815375,0.3675479439854966,0.3439891855882769,0.924057574,-0.0000229428712760
183386,183386, o5897g0163o.426202.cm, ./smf_downloads/3PI.2011-12-02/o5897g0163o.426202.cm.1266116.smf, PS1_V5, 2455897.8020323766, 30.418218, 5.614187, r.00000, 40.0,0.8582161975194322,0.503879332,0.0978293248833496,0.3439791599133238,0.847818821,0.3675493771141458,0.3439791599133238,0.924061306,-0.0000229988830445
183387,183387, o5897g0164o.426201.cm, ./smf_downloads/3PI.2011-12-02/o5897g0164o.426201.cm.1284496.smf, PS1_V5, 2455897.802632226, 30.486116, 8.374973, r.00000, 40.0,0.8525624394835661,0.501919419,0.1456508969711948,0.3439692590019399,0.847822224,0.3675507922870096,0.3439692590019399,0.924064991,-0.0000230541044205
183388,183388, o5897g0165o.426203.cm, ./smf_downloads/3PI.2011-12-02/o5897g0165o.426203.cm.1284497.smf, PS1_V5, 2455897.803232403, 33.017207, 6.999692, r.00000, 40.0,0.8322574103332452,0.540829702,0.1218640078583028,0.3439593521255878,0.847825628,0.3675522081919096,0.3439593521255878,0.924068678,-0.0000231092654363
183402,183402, o5897g0179o.426217.cm, ./smf_downloads/3PI.2011-12-02/o5897g0179o.426217.cm.1266045.smf, PS1_V5, 2455897.8120447383, 25.273995, 5.613711, r.00000, 40.0,0.8999395307596082,0.424899849,0.0978210569633741,0.3438138263564232,0.847875578,0.3675729931391205,0.3438138263564232,0.924122773,-0.0000239082660499
183403,183403, o5897g0180o.426218.cm, ./smf_downloads/3PI.2011-12-02/o5897g0180o.426218.cm.1315171.smf, PS1_V5, 2455897.8126413445, 25.318694, 8.34981, r.00000, 40.0,0.8943611972572153,0.423119663,0.1452163891036588,0.3438039697794145,0.847878957,0.3675743999921453,0.3438039697794145,0.924126433,-0.0000239615865629
183404,183404, o5897g0181o.426219.cm, ./smf_downloads/3PI.2011-12-02/o5897g0181o.426219.cm.1266121.smf, PS1_V5, 2455897.8132633893, 27.878203, 6.985196, r.00000, 40.0,0.8773826036962429,0.464122907,0.1216128867120439,0.3437936923540814,0.84788248,0.3675758667893742,0.3437936923540814,0.924130249,-0.0000240170717232
183405,183405, o5897g0182o.426221.cm, ./smf_downloads/3PI.2011-12-02/o5897g0182o.426221.cm.1266122.smf, PS1_V5, 2455897.813875192, 30.418204, 5.6142, r.00000, 40.0,0.8582163014988842,0.503879111,0.0978295506877921,0.3437835835791321,0.847885944,0.3675773093929545,0.3437835835791321,0.924134001,-0.0000240715340632
183406,183406, o5897g0183o.426220.cm, ./smf_downloads/3PI.2011-12-02/o5897g0183o.426220.cm.1284499.smf, PS1_V5, 2455897.8144747117, 30.486104, 8.374964, r.00000, 40.0,0.8525625643211419,0.501919252,0.1456507415666500,0.3437736772023641,0.847889338,0.3675787229937207,0.3437736772023641,0.924137678,-0.0000241247971299
183407,183407, o5897g0184o.426222.cm, ./smf_downloads/3PI.2011-12-02/o5897g0184o.426222.cm.1284500.smf, PS1_V5, 2455897.8150857002, 33.017199, 6.999704, r.00000, 40.0,0.8322574644459597,0.540829572,0.1218642157368173,0.3437635807593372,0.847892797,0.3675801635951848,0.3437635807593372,0.924141424,-0.0000241789705028
192816,192816, o5938g0011o.438682.cm, ./smf_downloads/3PI.2012-01-12/o5938g0011o.438682.cm.1312272.smf, PS1_V5, 2455938.698252681, 25.568125, 7.186414, y.00000, 30.0,0.8949864367828883,0.428193617,0.1250979793762656,-0.3556231716110900,0.841248569,0.3647078513841638,-0.3556231716110900,0.916902924,-0.0000165516138281
192817,192817, o5938g0012o.438681.cm, ./smf_downloads/3PI.2012-01-12/o5938g0012o.438681.cm.1312276.smf, PS1_V5, 2455938.6987323333, 25.495616, 10.002987, y.00000, 30.0,0.8888972509671244,0.423898755,0.1736995183985088,-0.3556310507563211,0.841245913,0.3647066533278800,-0.3556310507563211,0.91690001,-0.0000165944442089
192818,192818, o5938g0013o.438683.cm, ./smf_downloads/3PI.2012-01-12/o5938g0013o.438683.cm.1315248.smf, PS1_V5, 2455938.6992176417, 25.337509, 12.873329, y.00000, 30.0,0.8810855155559357,0.417193125,0.2227963436572652,-0.3556390231250907,0.841243226,0.3647054411171772,-0.3556390231250907,0.916897063,-0.0000166377141150
192819,192819, o5938g0014o.438684.cm, ./smf_downloads/3PI.2012-01-12/o5938g0014o.438684.cm.1283906.smf, PS1_V5, 2455938.6997773824, 27.865642, 11.706022, y.00000, 30.0,0.8656592303799069,0.457678553,0.2028902142037516,-0.3556482186069110,0.841240126,0.3647040429559205,-0.3556482186069110,0.916893663,-0.0000166875379496
192820,192820, o5938g0015o.438685.cm, ./smf_downloads/3PI.2012-01-12/o5938g0015o.438685.cm.1283907.smf, PS1_V5, 2455938.7002637135, 28.004282, 8.795328, y.00000, 30.0,0.8725302064195907,0.464016187,0.1529052538716296,-0.3556562084397040,0.841237433,0.3647028281342592,-0.3556562084397040,0.916890708,-0.0000167307552791
192821,192821, o5938g0016o.438687.cm, ./smf_downloads/3PI.2012-01-12/o5938g0016o.438687.cm.1267716.smf, PS1_V5, 2455938.700760899, 28.108398, 5.963676, y.00000, 30.0,0.8772840901604884,0.468591339,0.1038979418788418,-0.3556643769190341,0.841234679,0.3647015861713698,-0.3556643769190341,0.916887688,-0.0000167748674029
192825,192825, o5938g0020o.438690.cm, ./smf_downloads/3PI.2012-01-12/o5938g0020o.438690.cm.1282446.smf, PS1_V5, 2455938.7027113573, 30.509796, 7.533192, y.00000, 30.0,0.8541064694099905,0.503303876,0.1311005238963070,-0.3556964249513003,0.841223874,0.3646967136873290,-0.3556964249513003,0.916875836,-0.0000169472296005
192826,192826, o5938g0021o.438691.cm, ./smf_downloads/3PI.2012-01-12/o5938g0021o.438691.cm.1282447.smf, PS1_V5, 2455938.7032158924, 30.297124, 10.515658, y.00000, 30.0,0.8489197804845907,0.496011506,0.1825042261779930,-0.3557047157853374,0.841221078,0.3646954532274559,-0.3557047157853374,0.91687277,-0.0000169916343693
192827,192827, o5938g0022o.438692.cm, ./smf_downloads/3PI.2012-01-12/o5938g0022o.438692.cm.1283908.smf, PS1_V5, 2455938.7037532073, 30.600416, 13.197106, y.00000, 30.0,0.8380066066604513,0.495603938,0.2283016945159207,-0.3557135456382404,0.841218101,0.3646941108440034,-0.3557135456382404,0.916869504,-0.0000170388413157
192828,192828, o5938g0023o.438693.cm, ./smf_downloads/3PI.2012-01-12/o5938g0023o.438693.cm.1283909.smf, PS1_V5, 2455938.7043068176, 33.313295, 11.894439, y.00000, 30.0,0.8177370538860247,0.537424509,0.2061092125355919,-0.3557226436667104,0.841215033,0.3646927277158985,-0.3557226436667104,0.916866139,-0.0000170873900218
192835,192835, o5938g0030o.438700.cm, ./smf_downloads/3PI.2012-01-12/o5938g0030o.438700.cm.1272527.smf, PS1_V5, 2455938.707852392, 33.061813, 6.223397, y.00000, 30.0,0.8331434960559536,0.542328501,0.1084053128939263,-0.3557809209340272,0.841195375,0.3646838687176782,-0.3557809209340272,0.91684458,-0.0000173961155569
192836,192836, o5938g0031o.438702.cm, ./smf_downloads/3PI.2012-01-12/o5938g0031o.438702.cm.1282449.smf, PS1_V5, 2455938.708394139, 32.619042, 9.340476, y.00000, 30.0,0.8311058492549066,0.531903632,0.1623009345479676,-0.3557898268371973,0.841192371,0.3646825149809113,-0.3557898268371973,0.916841284,-0.0000174429458360
199664,199664, o5962g0008o.450547.cm, ./smf_downloads/3PI.2012-02-05/o5962g0008o.450547.cm.1282452.smf, PS1_V5, 2455962.7071848228, 32.619046, 9.340478, y.00000, 30.0,0.8311058073492346,0.531903687,0.1623009689917368,-0.7045374935467337,0.632675677,0.2742808063293968,-0.7045374935467337,0.689571224,-0.0000162115355736
199665,199665, o5962g0009o.450548.cm, ./smf_downloads/3PI.2012-02-05/o5962g0009o.450548.cm.1282453.smf, PS1_V5, 2455962.7076675803, 32.619048, 9.34048, y.00000, 30.0,0.8311057840105005,0.531903713,0.1623010034355059,-0.7045435317214402,0.632670276,0.2742784336803134,-0.7045435317214402,0.689565325,-0.0000162400351543
199672,199672, o5962g0016o.450555.cm, ./smf_downloads/3PI.2012-02-05/o5962g0016o.450555.cm.1283912.smf, PS1_V5, 2455962.711130961, 27.865663, 11.706042, y.00000, 30.0,0.8656590000219064,0.457678837,0.2028905560095406,-0.7045868555184943,0.632631519,0.2742614113468131,-0.7045868555184943,0.689522994,-0.0000164410284161
199673,199673, o5962g0017o.450556.cm, ./smf_downloads/3PI.2012-02-05/o5962g0017o.450556.cm.1283913.smf, PS1_V5, 2455962.711614515, 28.004286, 8.795325, y.00000, 30.0,0.8725301810938322,0.464016252,0.1529052021274593,-0.7045929050325794,0.632626106,0.2742590346234492,-0.7045929050325794,0.689517083,-0.0000164686034309
